18911	0	2280
21838	0	475
17061	0	8830
13443	0	20454
14345	0	14620
18343	0	4466
14740	0	137
7674	0	4375
20854	0	15815
18014	0	2339
4177	0	19353
6134	0	17779
15514	0	5217
19966	0	20782
17853	0	13282
21495	0	5452
4299	0	3007
19181	0	8553
12918	0	8590
18300	0	2964
21372	0	4394
11677	0	3588
15631	0	20588
3902	0	20066
3482	0	7383
18851	0	16354
13307	0	21096
21161	0	1359
6211	0	21251
13194	0	22942
4122	0	12650
6493	0	12370
4380	0	2024
8830	0	22322
18449	0	12838
20980	0	13747
3948	0	21898
19625	0	909
10830	0	12
9413	0	8543
9153	0	6982
18524	0	8349
19285	0	7758
7315	0	4607
9593	0	19477
17570	0	20522
8602	0	16090
7678	0	20029
1680	0	8063
6273	0	200
21501	0	2828
1209	0	17138
14261	0	13681
933	0	3853
9890	0	19483
19575	0	14669
9658	0	14160
10368	0	9180
9165	0	7292
1072	0	16378
16192	0	5369
16194	0	5954
18099	0	20314
18549	0	21058
18087	0	4500
13681	0	8380
5961	0	22405
15631	0	2344
2603	0	19694
20453	0	21756
15631	0	13321
6584	0	12112
9153	0	7292
18255	0	4746
17391	0	7867
21838	0	19882
4862	0	9640
4080	0	4399
7323	0	3613
220	0	21076
19149	0	9656
8989	0	9018
933	0	18555
18387	0	19817
15034	0	12281
9718	0	21898
17766	0	13294
16262	0	5347
16718	0	5049
19171	0	2648
19285	0	12433
11690	0	7551
1376	0	14669
1209	0	2266
1588	0	9461
14842	0	4627
1458	0	2820
3003	0	862
17133	0	18642
3738	0	21348
18099	0	17054
20770	0	21348
20980	0	10779
17731	0	2901
11366	0	15267
5376	0	5376
3205	0	18453
220	0	22502
7015	0	8380
22152	0	16354
18267	0	22170
2603	0	5845
22185	0	7384
9791	0	13269
9421	0	2832
22405	0	14012
9095	0	11834
23257	0	9332
7480	0	18555
5637	0	1205
1447	0	7384
21922	0	14730
1065	0	2344
19285	0	3220
6366	0	10980
5055	0	7608
5594	0	15442
20839	0	9165
20661	0	17824
2603	0	15496
22584	0	13451
8369	0	18281
5291	0	20786
3236	0	19702
8463	0	16939
12482	0	20314
14126	0	15735
12584	0	665
19285	0	22985
9165	0	6982
19493	0	23043
2832	0	23123
11643	0	19138
21061	0	6995
3236	0	6002
14261	0	16852
744	0	15688
499	0	10980
4466	0	2025
13093	0	64
220	0	1646
7717	0	14900
7962	0	17202
11580	0	19586
23267	0	22601
12895	0	15122
17596	0	22058
15109	0	8454
10830	0	10758
7937	0	15428
258	0	5678
15332	0	15074
11442	0	21315
8770	0	8543
19149	0	4833
6434	0	6434
3902	0	9958
4329	0	14217
4441	0	6052
11176	0	11176
11212	0	18322
8601	0	12554
2678	0	8437
9063	0	10983
18836	0	9945
8369	0	16608
10126	0	16044
10432	0	10432
14613	0	2173
14126	0	21034
9450	0	14043
16000	0	17049
8233	0	14091
5697	0	16914
4120	0	17882
12482	0	15631
13681	0	14635
10860	0	14163
8222	0	1359
531	0	4392
